developer_id,journey_id,name,avg_study_hour,study_time_slot,avg_exam_score,exam_fail_count,avg_submission_rating,submission_fail_count,completion_speed,performance_level,struggle_score,speed_category,id,display_name,stuck_tutorial_id,pace_insight,cluster_label
3390,14,Belajar Fundamental Aplikasi Android,14.264550264550264,Afternoon (12-18),62.5,2.0,1.8,10.0,0.5214285714285715,Medium,22.0,Fast (< 70%),3390,istiabudi73,560.0,,The Struggler
3390,32,Belajar Membangun LINE Chatbot,13.366666666666667,Afternoon (12-18),83.84615384615384,0.0,2.6153846153846154,0.0,0.56,Low,0.0,Fast (< 70%),3390,istiabudi73,773.0,,The Consistent
3390,47,Menjadi Game Developer Expert,12.824,Afternoon (12-18),83.84615384615384,0.0,2.25,4.0,0.5785714285714286,Low,8.0,Fast (< 70%),3390,istiabudi73,1470.0,,The Struggler
3390,51,Belajar Membuat Aplikasi Android untuk Pemula,15.558823529411764,Afternoon (12-18),65.0,6.0,2.6153846153846154,0.0,0.56,Low,6.0,Fast (< 70%),3390,istiabudi73,29355.0,,The Consistent
3390,55,Kotlin Android Developer Expert,13.517241379310343,Afternoon (12-18),83.84615384615384,0.0,2.833333333333333,6.0,0.6,Low,12.0,Fast (< 70%),3390,istiabudi73,1734.0,,The Struggler
3390,58,Belajar Membuat Game untuk Pemula,11.384615384615383,Morning (6-12),83.84615384615384,0.0,1.5,2.0,0.075,Low,4.0,Fast (< 70%),3390,istiabudi73,1648.0,,The Struggler
3390,60,Memulai Pemrograman Dengan Java,11.581395348837209,Morning (6-12),95.0,0.0,2.6153846153846154,0.0,0.0666666666666666,Low,0.0,Fast (< 70%),3390,istiabudi73,2740.0,,The Sprinter
3390,68,Belajar Membuat Aplikasi Kognitif,8.0,Morning (6-12),88.0,0.0,2.6153846153846154,0.0,0.0,Low,0.0,Fast (< 70%),3390,istiabudi73,1970.0,,The Sprinter
3390,74,Membangun Progressive Web Apps,10.545454545454543,Morning (6-12),83.84615384615384,0.0,2.6153846153846154,0.0,0.56,Low,0.0,Fast (< 70%),3390,istiabudi73,2845.0,,The Consistent
3390,80,Memulai Pemrograman dengan Kotlin,12.936170212765957,Afternoon (12-18),83.46666666666667,4.0,4.0,1.0,10.0,High,6.0,Slow (> 130%),3390,istiabudi73,,,The Struggler
3390,83,Menjadi Azure Cloud Developer,18.075,Evening (18-24),83.84615384615384,0.0,2.0,4.0,1.2,Low,8.0,Normal (70-130%),3390,istiabudi73,3670.0,,The Struggler
3390,86,Memulai Pemrograman dengan Python,13.360824742268042,Afternoon (12-18),78.51282051282051,10.0,2.6153846153846154,0.0,0.0666666666666666,Low,10.0,Fast (< 70%),3390,istiabudi73,10742.0,,The Sprinter
3390,104,Menjadi AWS Solutions Architect Associate,18.444444444444443,Evening (18-24),83.84615384615384,0.0,4.0,1.0,1.175,Medium,2.0,Normal (70-130%),3390,istiabudi73,3092.0,,The Struggler
3390,116,Source Code Management untuk Pemula,9.31578947368421,Morning (6-12),83.84615384615384,0.0,2.6153846153846154,0.0,0.56,Low,0.0,Fast (< 70%),3390,istiabudi73,3556.0,,The Sprinter
3390,120,Memulai Pemrograman Dengan C,16.354166666666668,Afternoon (12-18),85.0,0.0,2.6153846153846154,0.0,0.1333333333333333,Low,0.0,Fast (< 70%),3390,istiabudi73,4880.0,,The Sprinter
3390,123,Belajar Dasar Pemrograman Web,13.85897435897436,Afternoon (12-18),83.84615384615384,0.0,4.0,1.0,0.2666666666666666,Medium,2.0,Fast (< 70%),3390,istiabudi73,5752.0,,The Struggler
3390,129,Belajar Android Jetpack Pro,14.274193548387096,Afternoon (12-18),83.84615384615384,0.0,2.5,4.0,0.8571428571428571,Low,8.0,Normal (70-130%),3390,istiabudi73,4731.0,,The Struggler
3390,133,Menjadi Google Cloud Engineer,14.192982456140353,Afternoon (12-18),91.66666666666669,0.0,2.6153846153846154,0.0,0.56,Low,0.0,Fast (< 70%),3390,istiabudi73,4689.0,,The Consistent
3390,135,Belajar Membuat Augmented Reality,14.547619047619047,Afternoon (12-18),83.84615384615384,0.0,2.0,2.0,0.5,Low,4.0,Fast (< 70%),3390,istiabudi73,5032.0,,The Struggler
3390,144,Belajar Dasar-Dasar Azure Cloud,15.03191489361702,Afternoon (12-18),83.84615384615384,0.0,2.6153846153846154,0.0,0.15,Low,0.0,Fast (< 70%),3390,istiabudi73,5440.0,,The Sprinter
3390,145,Memulai Pemrograman Dengan Swift,17.764044943820224,Afternoon (12-18),70.66666666666667,2.0,2.6153846153846154,0.0,0.1,Low,2.0,Fast (< 70%),3390,istiabudi73,5964.0,,The Sprinter
3390,150,Belajar Membuat Virtual Reality,14.4,Afternoon (12-18),83.84615384615384,0.0,2.6153846153846154,0.0,0.56,Low,0.0,Fast (< 70%),3390,istiabudi73,5675.0,,The Sprinter
3390,153,Belajar Membangun LINE Front-end Framework (LIFF),12.785714285714286,Afternoon (12-18),83.84615384615384,0.0,2.6153846153846154,0.0,0.56,Low,0.0,Fast (< 70%),3390,istiabudi73,5635.0,,The Sprinter
3390,155,Belajar Membuat Mixed Reality,14.4,Afternoon (12-18),83.84615384615384,0.0,2.6153846153846154,0.0,0.56,Low,0.0,Fast (< 70%),3390,istiabudi73,6410.0,,The Sprinter
3390,159,Belajar Membuat Aplikasi Flutter untuk Pemula,10.588235294117649,Morning (6-12),72.5,6.0,2.0,2.0,7.775,Medium,10.0,Slow (> 130%),3390,istiabudi73,,,The Struggler
3390,163,Belajar Fundamental Front-End Web Development,12.052631578947368,Afternoon (12-18),63.333333333333336,3.0,1.25,4.0,0.4625,Medium,11.0,Fast (< 70%),3390,istiabudi73,6567.0,,The Struggler
3390,165,Menjadi Android Developer Expert,11.384615384615383,Morning (6-12),64.70588235294117,12.0,2.6153846153846154,0.0,0.56,Low,12.0,Fast (< 70%),3390,istiabudi73,10534.0,,The Consistent
